	Nishimura	Hashimshony	Tintori
Y6B3B.4	3.36078626404995	1.95762283428461	2.46394989997215
rad-26	6.30358347845139	4.93316990992013	6.9011887519019
C14H10.2	3.01228580145258	2.88368995363832	4.7834241711333
ZK1248.13	6.75226877410341	5.11861972481341	7.49456413405508
srx-121	3.12958217771294	0	0
daf-19	4.87340429107835	5.00350784424426	6.0728390088131
F02E9.10	7.18910124118271	6.55344467486736	7.89919643813026
Y13C8A.2	3.77351874386421	5.1492005813601	0
T13H5.6	3.3203017643356	2.55867733341547	3.67206141807195
clec-80	1.93709514165109	0	0
M05B5.4	4.23224571056179	3.60784270463069	6.69314507772269
C09E7.4	4.48259994254512	4.42131066534776	5.22019751572148
T23G11.7	6.00845527724433	7.25078193687182	8.06602907028673
ZK1067.2	2.18093048591873	1.56802776434068	3.55555838436256
F54C4.4	3.67646522058419	5.29465187368896	7.6076462669799
cyn-16	4.02921049945591	3.00085126349249	2.65836675388941
chd-3	4.72478109284762	3.22278859644704	4.44014465219389
C04E12.10	3.30535880370158	0	0
tag-315	6.89352546542447	4.77912454902189	7.39965139543389
bath-15	5.30005117191718	5.68223478500193	6.75034524857936
eat-3	5.97937455389715	5.48829779801656	7.04383394873516
F54H12.7	2.10177454643701	0	0
Y79H2A.3	4.25868111597982	3.67857257511034	5.32012833949251
Y71G12A.4	2.25241534803164	1.44001856281715	2.45117560414972
knl-2	6.09219831806	5.49738464572747	6.70281372055281
ZK632.5	5.19457675921246	4.53033368691286	5.66484341397967
taf-8	7.43283638264039	6.50857777694594	8.17571880311555
sup-17	7.14617124544241	7.07157236719171	6.90253287063787
F13H8.8	2.1914123666071	2.59393623699837	3.01643194710224
T09E8.1	7.08978374113405	6.14974887695157	8.82371524608606
T02G5.3	2.60445499324129	0	5.94227464203084
F21H12.6	6.58240860037765	5.33063076014727	6.98100678329556
ncr-2	2.12350508014255	0	0
R08E3.3	5.21978909305689	5.16052232325349	6.13504462311672
C04A11.2	4.61691314567524	3.63080869600443	4.92323738852097
Y71F9AL.12	3.6333901291899	3.14236262211158	4.57860788788509
C50F4.8	2.25941045603888	3.81915042099754	0
C26H9A.2	3.05543395479494	1.85690542343644	2.61554422496044
tsp-21	4.72464817367862	3.90496005069024	5.29078781723099
F02H6.4	5.9521750662667	5.37982360707964	8.63258388713882
eor-2	5.8998863897923	3.83607541663821	6.48067493634215
D2005.4	5.49975508675879	3.03374554259116	6.68413808046387
nhr-97	2.21658266755756	3.38613740836292	3.4587087472277
cyn-15	6.36841786888757	5.6579708349236	6.76010096337704
F56E10.1	2.92578346824783	2.26903138151691	0
F55F10.1	4.39674519092133	2.75779822862965	4.17643440942741
eri-1	6.40857851504535	5.42122585852016	7.36086822336734
F46B6.6	5.54865086317839	4.15458764471184	6.60719747773116
sms-3	3.04139293017593	2.41283397233918	3.59382001704927
set-17	7.65333227502086	8.30110070300473	7.87588476098343
Y47G6A.29	2.9019784858935	1.65294572441056	2.48299251213312
Y65B4A.1	6.48322399215925	6.49070378455813	6.77717147939329
T13H5.4	6.9298334539878	5.79670267359881	7.52901503258078
abl-1	4.78197213431776	3.56245621241584	5.12582045315809
pab-2	3.64392864535902	3.80274549281378	5.08729806536203
ceh-26	2.07512305282587	0	0
M02D8.3	3.91489430814098	3.13300087595045	4.49805044668866
gar-2	2.12753863532079	0	0
R08D7.1	7.46137803955735	6.4057915626259	7.00262500175283
srg-5	2.1151229091396	0	0
C04H5.1	3.59094245416991	2.99230088306594	0
F55G1.5	3.80114772053757	3.62281342725317	3.98206174556655
T28A8.3	6.21038083908324	5.75757920245623	6.92089239205465
uaf-1	7.16099344272854	7.66783636423167	8.73786646718359
imp-1	9.19889434972014	6.51044182058024	9.05901706642683
zhp-3	6.44071753457026	6.03082280241631	7.01536531084737
puf-9	3.99459167662287	4.33467384084386	5.68375792552851
C32D5.7	3.84681646981386	3.84679702972007	4.32538074028466
Y82E9BR.18	5.67357606600414	4.07821240549329	5.27171609095918
gei-11	6.82425552750792	6.29242072730955	7.19012330017979
B0495.5	3.64866938086484	2.92730001574785	5.48754858665265
gly-13	3.63758877290438	2.73970524815735	6.04901136732039
tag-229	6.31264643123012	5.87343982317896	5.46164879732883
D2030.1	7.44302661836768	5.7044469818385	7.68448258975823
sqv-6	2.23096498033196	1.79709445733798	3.33208585896691
tig-3	2.69652672450026	3.956305751738	0
F58B3.4	6.29730248067764	6.43957889799737	7.8519884656444
dnj-11	8.38549103144337	8.14890863269344	8.62100648802794
apd-3	5.27333811404708	4.05442997029792	4.89395018332299
Y97E10AR.4	7.34944261509652	7.05093569685977	8.05171156768341
san-1	7.27127044332505	6.27537379240982	7.76592160508269
C37C3.2	5.73088729051449	5.5673405108164	6.82587509302546
sec-24.2	5.41851483721084	5.41343343289237	6.02847829941153
spon-1	2.25553436167102	2.26726097983958	0
M199.2	4.50358215567289	4.2380946964832	5.50034257490977
epc-1	3.90037436185217	5.08471094268812	5.60616652705068
cul-1	6.6163193380467	6.004476262549	6.35985944748013
mfap-1	7.4295225523539	7.70776551656133	8.25331911504635
D2013.6	5.56341106833733	2.35505412336359	6.23524996209358
C16C10.3	7.31390219042587	6.66412096554568	8.00317547700531
czw-1	8.60259484771974	6.54310711846538	8.12528625268648
rbg-3	7.85035389508722	7.68105756836147	8.40895753148883
pde-2	5.2294082552596	5.17809452687757	6.40052661024196
mcm-5	9.10029481641267	8.02505440835399	8.36914343624506
Y17G7B.3	3.6727400431874	4.56498977038865	3.88879605031252
flh-2	5.13453298624646	6.33167082332748	6.87044739918589
coq-6	5.66831961491494	5.39072024548161	5.95815215877659
sas-6	7.18544362738884	7.13121895131025	7.05704691020417
T13F2.6	6.33870941749339	7.10995746335308	8.38595075198468
nsy-1	4.48227510019082	3.74751213281503	4.86104846060653
ccdc-55	6.84014167507667	7.0735792401508	7.70607603193898
C04E12.5	3.37027224970856	0	0
C45G9.5	5.50777894244351	6.49026971897266	6.96739404517148
C17B7.12	2.99327030287963	0	0
app-1	8.21029633943526	8.05634830531191	8.05376356171442
cit-1.2	4.06593126467279	3.79460966012109	5.3016539007385
Y116A8C.9	3.07153749798084	1.9959437379971	3.75793816956283
M02E1.1	3.95689140619837	3.28748980715172	5.26214592412562
Y37D8A.2	4.01240580514195	3.75459190175967	5.46203486854857
ric-8	3.72698515930444	4.39012691306876	6.869784721978
cpsf-1	4.9978697696789	3.92831854476741	5.45290536994349
rbc-1	3.12213972984813	2.21766235942404	4.50497178019591
Y57G7A.10	6.80432391383231	7.62107174773351	6.76330952612997
C17B7.2	2.79509958104209	0	0
crn-3	6.70849175371259	6.48469214670275	8.55853922494964
adr-2	7.27603033947488	6.4082111339089	7.76651030344005
Y53H1A.2	5.6912022331104	8.14908715594447	8.1384692811929
smc-6	6.6395608201405	6.56001161106651	7.81433557812018
glh-3	5.4111534432939	4.90159887185071	6.39120882527698
athp-1	6.01253787948084	4.4120199166195	4.59719555402234
VH15N14R.1	3.105745564563	3.74187314068324	1.7299107637539
